STATUS,MW,LogP,nHAcc,nHDon,acdAcidicPka,acdBasicPka,acdLogd,acdLogp,alogp,knownDrug,molecularFormula,molecularWeight,numRo5Violations,passesRuleOfThree,preferredCompoundName,rotatableBonds,smiles,species,stdInChiKey,synonyms,activity_comment,assay_chemblid,assay_description,assay_type,bioactivity_type,name_in_reference,operator,organism,parent_cmpd_chemblid,reference,target_chemblid,target_confidence,target_name,units,value,STATUS,SMILES_desalt,pIC50,chemblId
intermediate,261.28,3.78968,3,2,6.82,,2.81,3.49,3.65,No,C17H11NO2,261.27,0.0,No,,1.0,Oc1ccc(cc1)c2ccc3c(C#N)c(O)ccc3c2,NEUTRAL,QZUOTBJDFQFRGT-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,18,=,Homo sapiens,CHEMBL364502,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,1402.0,intermediate,N#Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,5.85325198637,CHEMBL364502
active,479.667,6.6429,6,2,9.27,8.65,4.51,5.78,6.51,No,C27H29NO3S2,479.65,1.0,No,,6.0,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)cc4,BASE,HRVIOIRMUAIGBG-RRPNLBNLSA-N,,Unspecified,CHEMBL677478,Binding affinity for human estrogen receptor alpha,B,IC50,6,=,Homo sapiens,CHEMBL331996,"Bioorg. Med. Chem. Lett., (2004) 14:14:3753",CHEMBL206,9,Estrogen receptor alpha,nM,21.0,active,Oc1ccc(C2Sc3cc(O)ccc3SC2c2ccc(OCCN3CCCCC3)cc2)cc1,7.67778070527,CHEMBL331996
active,279.27,3.92878,3,2,8.15,,3.61,3.73,3.86,No,C17H10FNO2,279.27,0.0,No,,1.0,Oc1ccc(c(F)c1)c2cc(C#N)c3cc(O)ccc3c2,NEUTRAL,TYKGMSWZEALPBQ-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,57,=,Homo sapiens,CHEMBL363634,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,26.0,active,N#Cc1cc(-c2ccc(O)cc2F)cc2ccc(O)cc12,7.58502665203,CHEMBL363634
active,252.229,2.77768,5,2,7.25,,2.64,3.09,2.83,No,C14H8N2O3,252.22,0.0,No,,1.0,Oc1ccc(c(c1)C#N)c2noc3cc(O)ccc23,NEUTRAL,UYWKBSCMVNKPTK-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,40,=,Homo sapiens,CHEMBL185890,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,264.0,active,N#Cc1cc(O)ccc1-c1noc2cc(O)ccc12,6.57839607313,CHEMBL185890
active,475.61,5.9296,6,2,9.72,8.96,4.22,5.79,5.85,No,C28H29NO4S,475.6,1.0,No,,6.0,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6(CCC6)C5)cc4,BASE,TZFOGJYLHDBPIJ-RRPNLBNLSA-N,,Unspecified,CHEMBL831071,Binding potency for human ER alpha,B,IC50,15,=,Homo sapiens,CHEMBL185083,"Bioorg. Med. Chem. Lett., (2004) 14:15:3861",CHEMBL206,9,Estrogen receptor alpha,nM,0.4,active,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CC4(CCC4)C3)cc2)cc1,9.39794000867,CHEMBL185083
intermediate,279.654,3.6985,4,2,6.45,2.44,1.77,2.89,3.67,No,C13H7ClFNO3,279.65,0.0,No,,1.0,Oc1ccc(cc1F)c2oc3cc(Cl)c(O)cc3n2,ACID,RVDLICHTJSTYLR-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,87,=,Homo sapiens,CHEMBL362793,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,1813.0,intermediate,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1F,5.7416021959,CHEMBL362793
intermediate,243.218,2.6116,5,3,7.99,,1.87,2.05,2.7,No,C13H9NO4,243.21,0.0,No,,1.0,Oc1ccc(c(O)c1)c2noc3ccc(O)cc23,NEUTRAL,WMGGLHGABYLPQX-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,37,=,Homo sapiens,CHEMBL187473,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,4068.0,intermediate,Oc1ccc(-c2noc3ccc(O)cc23)c(O)c1,5.39061905575,CHEMBL187473
active,254.329,3.4811,2,1,10.09,,3.52,3.52,3.64,No,C17H18O2,254.32,0.0,No,,0.0,CC1=C2c3ccc(O)cc3C[C@@]24CCC[C@H](C4)C1=O,NEUTRAL,BYZYXFWTJXNQDV-DIFFPNOSSA-N,,Unspecified,CHEMBL868058,Binding affinity to human recombinant ERalpha by scintillation proximity assay,B,IC50,6,=,Homo sapiens,CHEMBL373987,"Bioorg. Med. Chem. Lett., (2006) 16:17:4462",CHEMBL206,9,Estrogen receptor alpha,nM,414.0,active,CC1=C2c3ccc(O)cc3CC23CCCC(C3)C1=O,6.38299965888,CHEMBL373987
active,296.41,4.5073,2,1,10.1,,5.08,5.08,4.8,No,C20H24O2,296.4,0.0,No,,2.0,CCC[C@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,NEUTRAL,HKZLJHKHDPBFSI-AFBRZQFHSA-N,,Unspecified,CHEMBL868058,Binding affinity to human recombinant ERalpha by scintillation proximity assay,B,IC50,8b,=,Homo sapiens,CHEMBL213950,"Bioorg. Med. Chem. Lett., (2006) 16:17:4462",CHEMBL206,9,Estrogen receptor alpha,nM,605.0,active,CCCC1CCC2CC13Cc1cc(O)ccc1C3=C(C)C2=O,6.21824462535,CHEMBL213950
intermediate,356.057,5.8626,3,2,6.25,,3.37,5.05,6.12,Yes,C12H6Cl4O2S,356.05,1.0,No,BITHIONOL,2.0,Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,ACID,JFIOVJDNOJYLKP-UHFFFAOYSA-N,"LOROTHIDOL,BITHIONOL",Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID855531,=,Homo sapiens,CHEMBL290106,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,3940.88,intermediate,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,5.40440678922,CHEMBL290106
intermediate,269.344,3.264,3,2,10.07,6.25,3.28,3.31,3.74,No,C17H19NO2,269.34,0.0,No,,2.0,CCN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,NEUTRAL,VUKNMDADKKJFMU-UHFFFAOYSA-N,,Unspecified,CHEMBL898603,Displacement of [3H]17beta-estradiol from recombinant human ERalpha,B,IC50,8b,=,Homo sapiens,CHEMBL239938,"Bioorg. Med. Chem., (2007) 15:17:5828",CHEMBL206,9,Estrogen receptor alpha,nM,1410.0,intermediate,CCN1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,5.85078088734,CHEMBL239938
intermediate,283.371,3.6541,3,2,10.07,5.54,3.81,3.82,4.26,No,C18H21NO2,283.36,0.0,No,,3.0,CCCN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,NEUTRAL,ANWMFPKWFILNBY-UHFFFAOYSA-N,,Unspecified,CHEMBL898603,Displacement of [3H]17beta-estradiol from recombinant human ERalpha,B,IC50,8c,=,Homo sapiens,CHEMBL391619,"Bioorg. Med. Chem., (2007) 15:17:5828",CHEMBL206,9,Estrogen receptor alpha,nM,2470.0,intermediate,CCCN1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,5.60730304674,CHEMBL391619
active,523.676,6.3344,7,1,8.9,8.66,4.04,5.34,6.39,No,C28H29NO5S2,523.66,2.0,No,,8.0,CS(=O)(=O)c1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,BASE,KUWSWTJKKAYVBV-UHFFFAOYSA-N,,Unspecified,CHEMBL904964,Displacement of [3H]estradiol from human recombinant ERalpha,B,IC50,13,=,Homo sapiens,CHEMBL389907,"J. Med. Chem., (2007) 50:11:2682",CHEMBL206,9,Estrogen receptor alpha,nM,27.0,active,CS(=O)(=O)c1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,7.56863623584,CHEMBL389907
intermediate,281.267,3.39128,5,2,6.17,,2.26,3.54,3.32,No,C16H11NO4,281.26,0.0,No,,2.0,COc1cc(O)c(C#N)c2cc(oc12)c3ccc(O)cc3,ACID,QHWZUEKEQMHGGA-UHFFFAOYSA-N,,Unspecified,CHEMBL832786,Binding affinity for human Estrogen receptor alpha,B,IC50,13,=,Homo sapiens,CHEMBL187115,"Bioorg. Med. Chem. Lett., (2004) 14:19:4925",CHEMBL206,9,Estrogen receptor alpha,nM,1650.0,intermediate,COc1cc(O)c(C#N)c2cc(-c3ccc(O)cc3)oc12,5.78251605579,CHEMBL187115
active,292.309,4.4285,2,2,8.24,,4.62,4.68,5.05,No,C19H13FO2,292.3,1.0,No,,2.0,CC#Cc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,NEUTRAL,IXKATZGQFWKGLK-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,56,=,Homo sapiens,CHEMBL363633,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,343.0,active,CC#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,6.46470587996,CHEMBL363633
active,323.117,4.4126,3,2,7.89,,4.12,4.29,4.41,No,C14H8BrFO3,323.11,0.0,No,,1.0,Oc1cc(Br)c2oc(cc2c1)c3ccc(O)c(F)c3,NEUTRAL,XMACBUOIMKGMRP-UHFFFAOYSA-N,,Unspecified,CHEMBL832786,Binding affinity for human Estrogen receptor alpha,B,IC50,7,=,Homo sapiens,CHEMBL182850,"Bioorg. Med. Chem. Lett., (2004) 14:19:4925",CHEMBL206,9,Estrogen receptor alpha,nM,12.0,active,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)cc2c1,7.92081875395,CHEMBL182850
active,463.599,5.9296,6,2,9.72,10.19,2.61,5.22,5.56,No,C27H29NO4S,463.59,1.0,No,,7.0,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCCN5CCCC5)cc4,BASE,SHANKUTWRXLKIV-RRPNLBNLSA-N,,Unspecified,CHEMBL832667,Inhibition of bindign to recombinant human estrogen receptor alpha,B,IC50,17,=,Homo sapiens,CHEMBL361751,"Bioorg. Med. Chem. Lett., (2005) 15:1:107",CHEMBL206,9,Estrogen receptor alpha,nM,1.7,active,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCCN3CCCC3)cc2)cc1,8.76955107862,CHEMBL361751
active,245.209,3.0451,4,2,7.38,,2.63,3.04,3.15,No,C13H8FNO3,245.21,0.0,No,,1.0,Oc1ccc2c(noc2c1)c3ccc(O)c(F)c3,NEUTRAL,VUKZORIGDKQPQQ-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,42,=,Homo sapiens,CHEMBL188189,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,161.0,active,Oc1ccc2c(-c3ccc(O)c(F)c3)noc2c1,6.79317412397,CHEMBL188189
intermediate,331.346,5.1191,3,2,7.49,4.45,4.36,4.85,5.2,No,C21H14FNO2,331.34,1.0,No,,2.0,Oc1ccc2nc(cc(c3ccccc3)c2c1)c4ccc(O)c(F)c4,NEUTRAL,MYJNCCMUFZBCJX-UHFFFAOYSA-N,,Unspecified,CHEMBL881884,Binding affinity for human Estrogen receptor alpha,B,IC50,19,=,Homo sapiens,CHEMBL196742,"Bioorg. Med. Chem. Lett., (2005) 15:20:4520",CHEMBL206,9,Estrogen receptor alpha,nM,1815.0,intermediate,Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(-c3ccccc3)c2c1,5.74112337063,CHEMBL196742
active,483.608,7.1189,5,2,9.21,8.62,5.09,6.34,7.57,No,C31H33NO4,483.6,1.0,No,,8.0,CCc1c(oc(c2ccc(O)cc2)c1c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,BASE,OAJSYSKCXTXABR-UHFFFAOYSA-N,,Unspecified,CHEMBL679894,Inhibitory activity against Estrogen receptor alpha,B,IC50,9b,=,Homo sapiens,CHEMBL316003,"Bioorg. Med. Chem. Lett., (2001) 11:18:2521",CHEMBL206,9,Estrogen receptor alpha,nM,65.0,active,CCc1c(-c2ccc(O)cc2)oc(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1,7.18708664336,CHEMBL316003
active,243.218,2.6116,5,3,8.03,,1.85,2.05,2.7,No,C13H9NO4,243.21,0.0,No,,1.0,Oc1ccc(c(O)c1)c2noc3cc(O)ccc23,NEUTRAL,NBTXJDAHLMMIGY-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,3,=,Homo sapiens,CHEMBL360410,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,24.0,active,Oc1ccc(-c2noc3cc(O)ccc23)c(O)c1,7.61978875829,CHEMBL360410
active,271.703,3.9664,3,2,7.47,3.38,3.3,3.85,4.14,No,C15H10ClNO2,271.7,0.0,No,,1.0,Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3n2,NEUTRAL,FGSBNIBNUVNBIW-UHFFFAOYSA-N,,Unspecified,CHEMBL881884,Binding affinity for human Estrogen receptor alpha,B,IC50,7,=,Homo sapiens,CHEMBL196530,"Bioorg. Med. Chem. Lett., (2005) 15:20:4520",CHEMBL206,9,Estrogen receptor alpha,nM,632.0,active,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3n2)cc1,6.19928292172,CHEMBL196530
intermediate,392.68,4.6248,3,1,4.5,5.74,2.16,4.79,4.29,No,C18H15BrClNO2,392.67,0.0,No,,4.0,CCN=C1C=CC(=CC(=C1O)C(=O)\C=C\c2ccccc2Cl)Br,ACID,KQFRMXRIJMTJPE-JXMROGBWSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14718938,=,Homo sapiens,CHEMBL1570364,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,3106.81,intermediate,CCN=c1ccc(Br)cc(C(=O)C=Cc2ccccc2Cl)c1O,5.50768530564,CHEMBL1570364
inactive,311.341,2.51592,6,1,5.36,0.74,0.24,2.75,3.5,No,C17H17N3O3,311.34,0.0,No,,5.0,CCOC(=O)Cc1cc(O)n2nc(cc2n1)c3ccc(C)cc3,ACID,VLVGFDVCAALBOS-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14723425,=,Homo sapiens,CHEMBL1491936,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,13917.0,inactive,CCOC(=O)Cc1cc(O)n2nc(-c3ccc(C)cc3)cc2n1,4.85645437276,CHEMBL1491936
inactive,216.24,2.20722,3,2,4.29,11.7,-1.22,1.26,1.18,No,C12H12N2O2,216.24,0.0,No,,1.0,CC(=O)Nc1ccc2nc(C)cc(O)c2c1,ZWITTERION,INGXYDNOMOPBLY-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14723662,=,Homo sapiens,CHEMBL1487772,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,20985.72,inactive,CC(=O)Nc1ccc2nc(C)cc(O)c2c1,4.67807612597,CHEMBL1487772
intermediate,518.562,6.38224,8,6,7.15,,4.8,5.42,6.59,No,C30H30O8,518.55,3.0,No,GOSSYPOL,5.0,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,NEUTRAL,QBKSWRVVCFFDOT-UHFFFAOYSA-N,"Gossypol,(-)-Gossypol",Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID8139932,=,Homo sapiens,CHEMBL51483,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,2551.34,intermediate,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,5.59323166202,CHEMBL51483
active,477.576,6.121,5,2,9.25,9.66,2.69,4.89,6.24,No,C29H32FNO4,477.57,1.0,No,,6.0,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CCCC5,BASE,PJDIJYZHMSPAKC-IWKAXJDJSA-N,,Unspecified,CHEMBL831077,Inhibition of estrogen receptor alpha,B,IC50,7F,=,Homo sapiens,CHEMBL359633,"Bioorg. Med. Chem. Lett., (2005) 15:6:1675",CHEMBL206,9,Estrogen receptor alpha,nM,0.5,active,CC1c2c(ccc(O)c2F)OC(c2ccc(OCC(C)N3CCCC3)cc2)C1c1ccc(O)cc1,9.30102999566,CHEMBL359633
inactive,242.274,3.1641,3,2,9.8,,2.88,2.89,3.47,No,C15H14O3,242.27,0.0,No,TUPICHINOL C,1.0,Oc1ccc(cc1)[C@H]2CCc3ccc(O)cc3O2,NEUTRAL,YXMLGIGHGPSEKA-CQSZACIVSA-N,"(2R)-7,4'-Dihydroxylflavan,Tupichinol C",Unspecified,CHEMBL1120283,Displacement of [3H]17-beta-estradiol from human recombinant full length ERalpha,B,IC50,2,=,Homo sapiens,CHEMBL463804,"Bioorg. Med. Chem. Lett., (2010) 20:12:3764",CHEMBL206,9,Estrogen receptor alpha,nM,26200.0,inactive,Oc1ccc(C2CCc3ccc(O)cc3O2)cc1,4.58169870868,CHEMBL463804
inactive,293.735,3.0066,6,1,,2.69,2.99,2.99,2.73,No,C12H8ClN3O2S,293.73,0.0,No,,2.0,CNc1nnc(s1)C2=Cc3cc(Cl)ccc3OC2=O,NEUTRAL,AHEBIJNECBRXCG-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14739363,=,Homo sapiens,CHEMBL1414254,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,11057.83,inactive,CNc1nnc(-c2cc3cc(Cl)ccc3oc2=O)s1,4.95633009107,CHEMBL1414254
intermediate,454.465,2.64107,7,2,11.39,5.91,3.81,3.81,1.48,No,C25H19FN6O2,454.46,0.0,No,,5.0,Fc1ccc(CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(Cc5cccnc5)C2=N)cc1,NEUTRAL,QWOUEUGDFSZJLR-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14741720,=,Homo sapiens,CHEMBL1403999,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,7037.86,intermediate,N=c1c(C(=O)NCc2ccc(F)cc2)cc2c(=O)n3ccccc3nc2n1Cc1cccnc1,5.15255937658,CHEMBL1403999
active,477.67,5.4814,4,2,10.14,,4.27,4.27,5.28,No,C29H35NO3S,477.66,1.0,No,,4.0,CN(C)C(=O)\C=C\c1ccc(S[C@@H]2Cc3cc(O)ccc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@H]24)cc1,NEUTRAL,FROPUNBJULYSGP-YJSPFPDRSA-N,,Unspecified,CHEMBL679325,Displacement of [3H]17-beta-estradiol from human Estrogen receptor alpha,B,IC50,11,=,Homo sapiens,CHEMBL1627356,"Bioorg. Med. Chem. Lett., (2000) 10:2:147",CHEMBL206,9,Estrogen receptor alpha,nM,94.0,active,CN(C)C(=O)C=Cc1ccc(SC2Cc3cc(O)ccc3C3CCC4(C)C(O)CCC4C23)cc1,7.0268721464,CHEMBL1627356
intermediate,284.311,2.8969,4,2,9.32,,3.73,3.73,3.57,No,C17H16O4,284.31,0.0,No,CAFFEIC ACID PHENETHYL ESTER,6.0,Oc1ccc(\C=C\C(=O)OCCc2ccccc2)cc1O,NEUTRAL,SWUARLUWKZWEBQ-VQHVLOKHSA-N,"Phenethyl Caffeate,Trans-Caffeic Acid Phenethyl Ester,Caffeic Acid Phenethyl Ester,Phenethyl 3-(3,4-Dihydroxyphenyl)Acrylate",Unspecified,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,IC50,CAFFEIC ACID PHENETHYL ESTER,=,Homo sapiens,CHEMBL319244,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,7912.0,intermediate,O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1,5.10171372141,CHEMBL319244
inactive,333.34,1.9167,6,1,13.01,,2.29,2.29,1.58,No,C17H19NO6,333.34,0.0,No,,10.0,COc1ccc(OCCC(=O)OCC(=O)NCc2occc2)cc1,NEUTRAL,JALVESJFBAIXDX-UHFFFAOYSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID3715412,=,Homo sapiens,CHEMBL1572403,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,33316.3,inactive,COc1ccc(OCCC(=O)OCC(=O)NCc2ccco2)cc1,4.47734323592,CHEMBL1572403
inactive,343.379,3.16462,5,1,13.9,,0.9,0.9,2.78,No,C19H21NO5,343.37,0.0,No,,5.0,Cc1c([nH]c2CC(CC(=O)c12)c3occc3)C(=O)OCC4CCCO4,NEUTRAL,ZHDLUAUXYMUFKZ-UHFFFAOYSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4244684,=,Homo sapiens,CHEMBL1541779,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,32131.94,inactive,Cc1c(C(=O)OCC2CCCO2)[nH]c2c1C(=O)CC(c1ccco1)C2,4.49306305267,CHEMBL1541779
inactive,321.354,2.1636,6,1,13.01,,1.06,1.06,1.42,No,C15H15NO5S,321.35,0.0,No,,9.0,O=C(COC(=O)CCC(=O)c1cccs1)NCc2occc2,NEUTRAL,DMCCLJBMHCYJKH-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID3712251,=,Homo sapiens,CHEMBL1458486,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,11931.11,inactive,O=C(COC(=O)CCC(=O)c1cccs1)NCc1ccco1,4.92331915026,CHEMBL1458486
inactive,301.353,3.49738,5,0,,2.98,2.89,2.89,3.82,No,C18H15N5,301.35,0.0,No,,3.0,CCCc1cc(n2ccnc2)n3c4ccccc4nc3c1C#N,NEUTRAL,OCDMGUHTSHEJDJ-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID863824,=,Homo sapiens,CHEMBL1587920,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,29799.09,inactive,CCCc1cc(-n2ccnc2)n2c(nc3ccccc32)c1C#N,4.52579699814,CHEMBL1587920
inactive,471.258,4.7621,6,1,7.84,,3.86,3.99,4.52,No,C17H10BrF3N4O2S,471.25,0.0,No,,5.0,FC(F)(F)c1cc(nc2c(Br)c(nn12)C(=O)NCc3occc3)c4cccs4,NEUTRAL,ZRFXITGWMDMBAO-UHFFFAOYSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14725355,=,Homo sapiens,CHEMBL1399039,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,36895.07,inactive,O=C(NCc1ccco1)c1nn2c(C(F)(F)F)cc(-c3cccs3)nc2c1Br,4.43303166134,CHEMBL1399039
inactive,490.537,5.24506,6,2,4.2,1.09,1.77,4.65,5.08,No,C26H22N2O6S,490.53,1.0,No,,6.0,Cc1ccc(NC(=O)CN2C(=O)S\C(=C\c3oc(cc3)c4cc(ccc4C)C(=O)O)\C2=O)cc1C,ACID,TXXAYCBWDDMQLU-WSDLNYQXSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14746279,=,Homo sapiens,CHEMBL1332402,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,18183.48,inactive,Cc1ccc(NC(=O)CN2C(=O)SC(=Cc3ccc(-c4cc(C(=O)O)ccc4C)o3)C2=O)cc1C,4.74032299679,CHEMBL1332402
